PassengerID,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
423,1,1,Name_423,male,48.9,0,2,91635,51.13,C123,Q
424,0,2,Name_424,female,30.3,4,2,86615,130.43,C123,Q
425,1,3,Name_425,female,34.5,5,0,22189,15.36,B57,C
426,0,3,Name_426,male,,4,2,15849,74.82,,C
427,0,2,Name_427,female,51.8,1,2,31559,152.03,D33,Q
428,1,1,Name_428,male,2.7,4,2,70671,163.52,C123,S
429,0,3,Name_429,male,11.6,3,5,84483,58.05,D33,Q
430,1,3,Name_430,male,48.3,3,1,50120,112.49,E44,S
431,0,2,Name_431,female,26.1,5,1,34056,110.41,E44,C
432,1,2,Name_432,female,20.6,0,1,17048,90.08,B57,C
433,0,1,Name_433,male,12.4,3,3,36680,53.4,D33,S
434,1,3,Name_434,female,22.2,4,0,68326,143.61,G6,C
435,1,1,Name_435,female,10.4,4,5,82351,57.95,B57,Q
436,1,1,Name_436,female,59.3,5,4,60987,183.09,C123,S
437,1,2,Name_437,male,29.7,4,5,15658,110.42,E44,S
438,1,3,Name_438,female,29.2,2,2,62129,175.39,E44,C
439,0,3,Name_439,male,38.2,5,1,25890,65.24,G6,S
440,0,3,Name_440,female,43.5,5,5,97755,163.35,B57,S
441,0,2,Name_441,female,43.2,3,0,56359,31.6,D33,S
442,1,2,Name_442,male,45.0,5,2,73764,155.7,E44,C
443,0,2,Name_443,female,21.2,1,3,46587,83.52,C123,S
444,1,2,Name_444,male,25.8,3,4,26251,99.3,G6,S
445,1,2,Name_445,female,40.8,3,2,91523,41.69,G6,Q
446,0,3,Name_446,male,22.6,2,4,33285,13.54,,Q
447,0,1,Name_447,female,,3,5,88872,136.58,G6,S
448,1,3,Name_448,female,35.6,0,2,24032,121.67,C123,C
449,0,1,Name_449,female,41.0,4,3,65888,128.26,G6,S
450,1,2,Name_450,male,5.1,4,5,20358,58.45,D33,C
451,1,1,Name_451,male,40.0,5,0,13926,55.46,,Q
452,1,3,Name_452,male,26.7,2,4,76294,167.76,D33,Q
453,1,3,Name_453,female,39.9,4,4,90473,154.64,B57,S
454,1,1,Name_454,male,40.9,0,0,36938,73.99,B57,C
455,0,2,Name_455,male,52.5,2,4,46816,131.18,D33,C
456,0,2,Name_456,male,48.9,1,5,42213,167.35,C123,C
457,1,3,Name_457,male,48.9,4,1,69532,178.88,,S
458,1,1,Name_458,male,50.2,3,0,87475,11.1,B57,C
459,0,2,Name_459,male,34.1,0,3,95266,164.56,G6,Q
460,0,2,Name_460,male,30.5,0,2,80912,76.57,D33,C
461,1,3,Name_461,male,42.2,4,2,59793,146.49,E44,C
462,0,2,Name_462,male,40.2,5,0,37480,80.57,C123,S
463,1,1,Name_463,male,25.7,1,1,56898,125.19,C123,S
464,0,3,Name_464,female,35.7,3,5,29528,132.89,D33,S
465,1,3,Name_465,female,29.5,1,3,18894,86.95,E44,S
466,0,1,Name_466,male,18.0,1,2,84154,107.43,C123,S
467,1,3,Name_467,female,,4,2,54308,148.0,,C
468,0,2,Name_468,female,,3,5,15182,100.5,B57,C
469,0,2,Name_469,male,58.7,4,1,32993,12.66,,S
470,1,1,Name_470,male,7.2,4,4,31998,12.45,E44,S
471,0,2,Name_471,male,22.2,5,0,45985,135.65,,C
472,1,1,Name_472,female,30.5,0,1,96089,170.98,G6,S
473,0,1,Name_473,male,45.9,5,1,12163,159.2,B57,Q
474,1,2,Name_474,female,35.6,5,1,67727,68.98,E44,C
475,0,1,Name_475,male,34.3,4,1,41426,99.51,D33,Q
476,1,2,Name_476,female,14.2,5,4,78328,54.49,C123,C
477,0,3,Name_477,female,13.8,5,5,97939,197.94,B57,C
478,1,3,Name_478,male,34.5,2,3,52321,59.5,D33,C
479,0,1,Name_479,male,10.9,3,1,26523,89.09,E44,C
480,1,2,Name_480,female,22.6,0,1,84669,139.41,G6,C
481,1,2,Name_481,female,37.0,3,0,32113,176.44,C123,C
482,1,3,Name_482,male,16.2,0,2,83783,19.78,C123,C
483,0,3,Name_483,male,52.5,2,4,80205,67.19,B57,S
484,1,2,Name_484,female,47.1,4,1,78363,118.11,D33,S
485,0,1,Name_485,male,8.0,0,3,27380,127.48,E44,S
486,1,3,Name_486,female,16.9,0,3,48383,23.31,E44,Q
487,0,1,Name_487,male,-2.0,0,3,26041,136.17,D33,C
488,1,1,Name_488,male,19.0,2,0,52653,110.33,C123,S
489,0,3,Name_489,male,40.7,3,3,97829,167.25,D33,S
490,0,1,Name_490,female,24.2,2,5,61277,52.22,,S
491,1,1,Name_491,male,36.5,0,0,60342,47.06,E44,C
492,0,2,Name_492,female,8.7,5,4,68020,160.73,D33,C
493,0,1,Name_493,male,41.2,0,3,51715,143.74,C123,Q
494,1,2,Name_494,female,22.2,5,2,62132,160.42,B57,Q
495,0,3,Name_495,female,30.2,4,1,45472,158.57,,C
496,0,3,Name_496,male,28.7,2,4,47291,29.76,C123,Q
497,0,2,Name_497,female,12.2,5,5,74300,62.93,G6,S
498,1,3,Name_498,female,13.9,2,2,20007,59.42,G6,Q
499,0,1,Name_499,female,43.5,1,4,77267,187.57,D33,S
500,1,1,Name_500,female,35.6,3,5,95973,102.62,C123,Q
501,0,1,Name_501,male,44.7,1,3,63882,31.1,C123,S
502,0,3,Name_502,male,34.5,5,4,82613,65.02,E44,Q
503,0,1,Name_503,male,32.0,1,4,95188,175.66,B57,Q
504,1,3,Name_504,female,5.8,3,4,17718,170.94,,C
505,0,1,Name_505,female,26.2,5,0,72894,181.06,C123,C
506,0,2,Name_506,male,29.6,4,2,29344,83.82,,S
507,1,3,Name_507,male,57.3,4,5,28569,131.85,D33,C
508,0,3,Name_508,female,39.6,3,3,61442,62.85,E44,S
509,1,1,Name_509,male,51.5,3,1,72998,44.36,,C
510,1,3,Name_510,male,38.4,5,3,72455,14.16,,C
511,0,3,Name_511,female,20.0,2,3,88629,52.45,,S
512,1,2,Name_512,male,31.6,5,0,47048,124.83,,Q
513,0,2,Name_513,female,33.3,2,0,96425,181.8,,S
514,1,1,Name_514,male,16.9,2,4,61393,35.35,E44,S
515,1,2,Name_515,female,24.6,2,3,43111,184.42,D33,S
516,0,1,Name_516,female,27.1,5,2,78194,75.62,,C
517,1,1,Name_517,female,52.5,0,0,83879,91.1,,C
518,1,1,Name_518,female,0.9,0,5,58917,79.35,D33,C
519,1,3,Name_519,female,46.9,4,0,44555,87.64,C123,S
520,1,2,Name_520,male,16.9,0,2,40728,59.25,C123,Q
521,1,1,Name_521,male,10.8,0,0,90341,142.73,E44,Q
522,0,2,Name_522,male,46.5,2,2,79753,154.05,E44,S
523,1,1,Name_523,female,,2,1,83192,166.39,B57,S
524,0,2,Name_524,male,47.6,3,2,94634,74.85,E44,Q
525,1,2,Name_525,female,41.2,2,1,70508,155.28,D33,C
526,0,1,Name_526,female,58.8,5,5,25408,131.16,,S
527,0,3,Name_527,male,37.8,3,4,38406,192.0,D33,Q
528,1,2,Name_528,female,27.8,3,4,93964,90.71,B57,Q
529,1,3,Name_529,male,34.8,0,0,90497,198.54,G6,Q
530,1,3,Name_530,female,47.4,2,2,22637,150.67,G6,C
531,0,1,Name_531,female,,0,0,73995,157.49,D33,Q
532,1,1,Name_532,male,20.9,2,2,22071,14.88,G6,Q
533,0,1,Name_533,female,,0,0,89588,104.51,G6,Q
534,0,2,Name_534,male,0.5,0,4,14106,110.38,B57,S
535,0,1,Name_535,female,31.9,0,5,43350,17.71,,S
536,1,1,Name_536,male,3.6,5,4,19270,69.3,E44,S
537,1,2,Name_537,female,30.7,4,0,45295,191.57,E44,Q
538,0,2,Name_538,male,42.1,0,2,13476,90.96,G6,Q
539,0,1,Name_539,male,23.3,1,3,28351,45.47,C123,C
540,1,1,Name_540,female,53.5,1,5,29909,107.53,B57,Q
541,0,1,Name_541,male,9.6,1,2,66916,16.42,,C
542,1,1,Name_542,female,46.7,5,0,50705,108.04,,Q
543,0,3,Name_543,female,39.5,3,2,94069,122.91,G6,C
544,1,3,Name_544,male,6.0,0,1,58179,77.96,C123,S
545,0,1,Name_545,male,68.0,1,2,11672,154.89,C123,Q
546,1,3,Name_546,male,,5,4,72049,35.79,,C
547,0,2,Name_547,male,17.7,3,4,30656,176.85,B57,S
548,1,3,Name_548,male,10.3,1,1,19232,191.53,E44,S
549,1,3,Name_549,female,26.9,2,5,74123,10.23,,Q
550,0,1,Name_550,male,28.2,4,2,54389,170.12,,C
551,0,3,Name_551,female,31.4,0,5,24496,106.16,D33,C
552,1,3,Name_552,male,25.8,4,3,18614,97.67,C123,C
553,0,3,Name_553,male,38.9,4,2,88579,55.35,D33,S
554,1,3,Name_554,male,24.6,2,4,77133,94.99,D33,C
555,0,2,Name_555,female,2.9,2,4,92675,190.58,B57,S
556,1,1,Name_556,male,,2,5,76316,50.05,,C
557,1,1,Name_557,female,-3.1,3,0,30716,44.02,E44,S
558,1,2,Name_558,female,35.0,1,4,29180,55.96,B57,Q
559,1,3,Name_559,female,16.3,0,0,67688,114.85,C123,S
560,1,2,Name_560,male,32.3,2,4,86142,186.76,E44,C
561,1,3,Name_561,female,48.4,5,4,34731,119.04,,S
562,0,2,Name_562,male,16.7,0,3,35486,56.26,G6,C
563,0,1,Name_563,female,44.9,0,0,39327,93.69,E44,Q
564,0,1,Name_564,male,23.9,0,0,17747,84.18,B57,S
565,1,1,Name_565,female,54.5,2,4,26980,18.85,B57,Q
566,1,3,Name_566,male,24.9,2,0,76922,107.02,D33,S
567,1,3,Name_567,male,18.2,1,4,84162,33.94,,S
568,1,2,Name_568,male,39.6,2,4,11570,170.03,G6,Q
569,0,2,Name_569,female,23.9,2,5,41323,114.3,,Q
570,0,1,Name_570,female,18.2,0,2,39251,170.48,E44,S
571,1,3,Name_571,male,,1,0,49083,191.65,G6,S
572,0,2,Name_572,female,29.4,4,1,83857,189.21,,S
573,0,3,Name_573,female,48.8,2,5,71039,29.08,D33,Q
574,1,3,Name_574,female,2.9,5,0,64868,189.52,G6,C
575,0,1,Name_575,female,30.3,2,0,99666,161.19,G6,Q
576,1,1,Name_576,female,38.7,4,3,78683,157.76,E44,S
577,0,3,Name_577,female,,0,1,77679,27.12,G6,S
578,1,3,Name_578,female,48.3,1,1,54923,44.11,D33,Q
579,1,3,Name_579,male,29.0,0,3,40992,195.28,C123,S
580,1,3,Name_580,male,27.4,3,3,38878,50.54,C123,S
581,1,1,Name_581,female,38.3,2,0,91562,42.12,B57,S
582,0,2,Name_582,male,31.4,5,2,28413,78.85,C123,S
583,1,1,Name_583,male,24.5,3,3,52946,183.54,E44,S
584,1,2,Name_584,male,37.2,2,1,59258,100.48,B57,C
585,1,3,Name_585,female,20.9,3,1,38099,184.91,C123,Q
586,0,2,Name_586,female,21.4,4,0,28711,73.52,C123,Q
587,1,1,Name_587,female,22.6,2,2,57514,53.04,B57,Q
588,0,1,Name_588,female,48.9,5,4,36406,104.09,E44,C
589,1,3,Name_589,female,-15.1,2,3,46985,126.94,B57,C
590,0,1,Name_590,male,35.5,3,3,57234,84.38,E44,Q
591,0,3,Name_591,female,30.5,1,0,32617,75.75,E44,Q
592,1,1,Name_592,male,6.5,3,5,56217,51.43,,Q
593,0,1,Name_593,female,34.3,2,5,94327,62.25,D33,S
594,1,3,Name_594,male,36.7,2,2,43941,137.89,C123,C
595,1,2,Name_595,female,38.3,1,1,69435,80.28,,C
596,1,1,Name_596,female,-7.1,0,1,59972,25.15,C123,S
597,0,2,Name_597,female,49.1,1,4,10506,36.25,,C
598,0,1,Name_598,female,19.7,0,1,12850,80.75,G6,Q
599,1,1,Name_599,female,39.6,5,5,12075,185.66,B57,C
600,1,1,Name_600,female,40.4,2,5,65516,82.02,,S
601,0,1,Name_601,male,17.7,4,3,18742,21.52,D33,Q
602,1,2,Name_602,female,39.2,4,4,15424,89.42,C123,C
603,1,2,Name_603,male,24.6,3,2,51609,137.08,G6,Q
604,1,1,Name_604,female,1.0,1,4,22937,122.78,D33,C
605,0,1,Name_605,male,46.3,1,2,66264,62.97,E44,Q
606,0,2,Name_606,male,19.1,4,5,12413,140.74,C123,S
607,0,3,Name_607,male,18.0,0,1,58326,129.82,,S
608,1,3,Name_608,male,24.4,1,0,84938,42.71,B57,C
609,1,2,Name_609,male,33.8,0,4,20592,40.81,D33,C
610,1,1,Name_610,male,29.2,0,4,53093,113.96,G6,Q
611,0,1,Name_611,female,37.7,0,3,70217,135.29,B57,S
612,1,3,Name_612,male,11.2,0,3,36424,192.76,E44,Q
613,1,3,Name_613,female,,3,5,59969,90.17,B57,S
614,1,2,Name_614,female,28.4,3,2,40435,155.34,G6,Q
615,1,3,Name_615,male,56.6,4,0,90791,32.14,E44,Q
616,0,2,Name_616,male,28.4,3,3,42917,179.03,G6,Q
617,0,3,Name_617,female,45.2,5,3,33885,130.29,C123,C
618,1,3,Name_618,male,30.5,1,1,35225,129.52,G6,S
619,0,3,Name_619,male,23.2,5,1,72735,37.06,B57,C
620,0,1,Name_620,male,26.5,3,5,71711,17.52,C123,C
621,1,1,Name_621,male,27.6,1,5,64548,143.28,C123,Q
622,1,1,Name_622,male,38.5,1,3,48764,32.24,D33,S
623,0,3,Name_623,male,49.2,0,2,87568,34.12,B57,C
624,1,2,Name_624,male,35.0,4,0,46388,45.63,B57,Q
625,0,2,Name_625,female,46.6,0,3,84900,28.57,E44,S
626,1,2,Name_626,male,16.5,0,2,66934,128.82,G6,S
627,0,2,Name_627,female,24.2,5,2,96639,90.18,,C
628,1,1,Name_628,female,19.9,3,3,22915,60.56,G6,Q
629,0,1,Name_629,female,34.4,5,2,30935,93.74,B57,C
630,0,3,Name_630,female,25.0,3,4,72632,170.39,G6,S
631,0,3,Name_631,male,40.2,5,2,45743,186.15,B57,C
632,1,2,Name_632,female,,1,3,20278,102.62,C123,Q
633,0,1,Name_633,female,30.6,3,2,94914,117.68,G6,S
634,0,2,Name_634,female,39.6,3,3,81425,58.87,G6,Q
635,1,3,Name_635,female,1.1,5,1,79048,107.58,B57,Q
636,1,3,Name_636,female,59.7,2,3,21996,152.14,B57,S
637,0,2,Name_637,male,26.0,1,2,98741,103.51,E44,Q
638,0,3,Name_638,male,1.6,1,3,14574,67.39,G6,Q
639,1,2,Name_639,female,32.2,2,0,63152,120.59,D33,Q
640,1,1,Name_640,male,30.5,5,3,56799,189.86,B57,S
641,1,2,Name_641,male,28.9,5,3,71014,178.72,D33,Q
642,1,1,Name_642,female,43.9,1,0,25079,156.16,C123,C
643,1,1,Name_643,female,40.5,5,0,14682,62.48,C123,C
644,0,3,Name_644,female,34.2,4,0,78018,55.9,D33,Q
645,1,3,Name_645,male,36.3,4,5,57916,169.32,,C
646,0,3,Name_646,female,28.5,2,4,77033,44.45,C123,C
647,0,2,Name_647,male,54.9,3,5,53711,125.07,D33,S
648,0,2,Name_648,male,9.3,4,3,44532,93.4,E44,Q
649,1,3,Name_649,male,32.0,5,5,44197,98.92,E44,S
650,0,2,Name_650,female,30.9,2,5,52655,96.36,C123,Q
651,0,3,Name_651,male,41.4,4,0,37325,180.99,D33,C
652,1,2,Name_652,female,18.2,0,0,17359,26.55,D33,S
653,0,1,Name_653,female,5.6,2,1,11980,158.75,D33,S
654,0,1,Name_654,female,32.2,1,5,68869,168.65,,C
655,1,3,Name_655,female,33.9,4,4,58228,189.15,C123,C
656,0,2,Name_656,female,50.9,1,3,88545,95.99,,Q
657,0,2,Name_657,male,12.2,2,2,14269,105.01,D33,Q
658,0,1,Name_658,male,46.2,4,4,60765,192.65,B57,C
659,1,1,Name_659,male,63.1,1,4,34350,97.11,D33,C
660,1,3,Name_660,male,24.7,3,1,41812,105.67,B57,S
661,1,1,Name_661,male,11.9,3,3,11246,73.13,E44,S
662,0,3,Name_662,female,24.3,0,3,28084,16.01,B57,Q
663,0,1,Name_663,female,30.2,5,0,79415,92.28,E44,S
664,1,1,Name_664,male,37.9,2,0,38598,134.47,C123,C
665,0,2,Name_665,male,21.7,5,4,84305,141.09,,C
666,0,1,Name_666,male,51.8,5,1,30409,11.24,,C
667,1,1,Name_667,female,14.4,1,3,74778,162.2,E44,C
668,1,3,Name_668,female,5.7,0,1,40757,103.56,E44,Q
669,0,1,Name_669,female,45.5,2,2,77278,108.94,D33,C
670,0,3,Name_670,male,-1.8,3,3,61769,192.73,G6,C
671,0,1,Name_671,male,27.1,5,0,52811,64.05,E44,C
672,1,1,Name_672,male,73.6,1,4,90787,154.71,B57,C
673,1,3,Name_673,male,,5,1,65584,119.21,C123,Q
674,1,2,Name_674,female,14.3,4,0,46587,143.15,,Q
675,1,3,Name_675,male,29.2,3,4,40890,89.39,B57,S
676,0,3,Name_676,male,29.3,5,0,84280,63.05,,Q
677,1,3,Name_677,male,32.2,4,3,18653,113.76,C123,Q
678,1,2,Name_678,female,39.3,4,1,70444,81.24,B57,Q
679,1,1,Name_679,female,,1,2,72193,52.35,,S
680,1,3,Name_680,male,53.6,1,5,81488,169.45,E44,C
681,1,3,Name_681,female,33.4,4,0,56866,100.41,G6,S
682,0,2,Name_682,female,40.2,0,5,66021,170.99,E44,C
683,0,3,Name_683,female,21.2,5,1,67349,100.07,,Q
684,1,1,Name_684,female,48.0,4,3,11185,115.79,D33,C
685,0,2,Name_685,female,26.4,4,0,20781,199.1,B57,S
686,1,1,Name_686,male,33.9,1,3,51966,190.79,G6,C
687,1,1,Name_687,male,16.9,5,2,35628,61.62,B57,C
688,0,2,Name_688,male,16.0,2,2,90709,175.04,D33,Q
689,0,3,Name_689,female,39.6,3,4,31625,84.18,D33,C
690,1,1,Name_690,female,23.8,1,4,99376,23.54,D33,C
691,1,1,Name_691,female,18.0,5,4,35995,119.4,,Q
692,1,1,Name_692,female,21.0,5,3,28017,195.64,E44,S
693,0,1,Name_693,male,39.8,0,4,38205,195.12,,Q
694,1,2,Name_694,male,21.2,3,1,78391,34.03,E44,C
695,1,2,Name_695,male,,1,5,79104,156.53,G6,Q
696,1,1,Name_696,male,30.2,1,5,87749,162.54,D33,Q
697,0,3,Name_697,male,3.2,2,3,64769,80.06,E44,C
698,1,1,Name_698,male,9.4,0,3,82161,135.13,C123,S
699,1,3,Name_699,female,34.7,0,4,29350,102.75,C123,Q
700,0,1,Name_700,female,19.7,5,5,72736,53.3,E44,S
701,1,3,Name_701,male,44.8,5,5,38269,154.64,G6,Q
702,1,1,Name_702,female,43.5,1,4,42353,59.92,B57,C
703,0,3,Name_703,male,40.1,2,3,55428,74.69,,C
704,1,1,Name_704,male,55.5,1,2,90489,46.1,D33,Q
705,0,1,Name_705,female,28.8,4,2,10403,146.66,E44,Q
706,0,3,Name_706,male,39.1,5,4,25820,97.16,G6,Q
707,1,2,Name_707,male,21.8,4,2,20679,94.24,,C
708,1,3,Name_708,male,64.3,2,1,71382,124.87,B57,Q
709,1,2,Name_709,female,57.8,1,1,64190,39.88,G6,C
710,1,1,Name_710,female,30.2,5,1,20019,180.65,B57,Q
711,0,3,Name_711,female,35.4,2,3,64166,98.37,C123,C
712,1,3,Name_712,female,,1,3,28909,79.64,,Q
713,0,3,Name_713,male,27.9,1,3,94258,34.07,,S
714,1,2,Name_714,female,20.8,4,3,84570,41.91,B57,S
715,1,2,Name_715,female,42.2,3,3,66103,184.87,C123,C
716,1,1,Name_716,female,31.1,0,4,92131,96.76,D33,Q
717,0,2,Name_717,male,32.6,5,2,63312,147.21,E44,S
718,1,2,Name_718,female,18.3,0,4,44302,25.3,C123,Q
719,1,1,Name_719,female,6.0,2,2,77989,132.26,G6,Q
720,1,3,Name_720,male,33.3,0,4,79188,185.09,B57,Q
721,1,3,Name_721,male,42.7,4,1,97377,66.99,,S
722,0,1,Name_722,male,26.8,3,0,49642,120.04,G6,C
723,1,3,Name_723,male,50.1,5,3,62892,188.64,,S
724,0,2,Name_724,female,20.1,1,0,23518,146.67,C123,C
725,0,1,Name_725,male,15.2,1,0,40852,21.84,,S
726,0,1,Name_726,female,,4,1,63127,81.96,,Q
727,0,1,Name_727,female,28.8,5,0,80843,26.3,,Q
728,0,3,Name_728,female,40.8,0,0,32687,173.65,,Q
729,0,1,Name_729,female,19.2,1,1,96770,128.12,G6,S
730,1,1,Name_730,female,49.2,0,2,58303,191.71,B57,S
731,0,1,Name_731,male,57.5,4,4,71516,13.75,E44,C
732,0,3,Name_732,female,29.5,1,5,38028,90.39,G6,S
733,0,2,Name_733,female,47.5,2,0,83304,29.83,D33,C
734,1,1,Name_734,female,15.2,3,3,99938,76.59,B57,S
735,1,2,Name_735,male,45.1,0,1,86841,40.76,B57,Q
736,0,3,Name_736,female,44.7,5,0,59938,72.47,D33,S
737,1,3,Name_737,female,42.1,0,5,40259,165.66,C123,Q
738,0,3,Name_738,male,29.8,0,2,12241,40.53,D33,S
739,0,3,Name_739,female,-11.4,0,2,94625,100.0,C123,C
740,1,2,Name_740,female,21.0,4,5,38425,185.1,E44,S
741,0,1,Name_741,male,21.2,4,3,94803,199.77,C123,Q
742,1,3,Name_742,female,16.3,5,0,66354,57.62,E44,S
743,1,3,Name_743,female,31.7,4,3,23493,187.76,E44,C
744,0,2,Name_744,female,24.1,5,2,98623,59.66,,C
745,0,2,Name_745,female,18.5,5,2,90105,88.57,,C
746,1,3,Name_746,female,15.2,4,4,31640,176.81,D33,C
747,0,1,Name_747,male,20.0,1,2,84422,159.37,E44,S
748,0,1,Name_748,male,45.7,4,1,48405,172.92,C123,C
749,0,3,Name_749,male,20.7,1,4,80236,162.05,G6,S
750,1,2,Name_750,female,22.8,2,3,50281,54.66,,S
751,1,3,Name_751,female,23.6,4,2,38927,116.17,B57,S
752,0,3,Name_752,female,,2,5,29943,83.2,B57,C
753,1,2,Name_753,male,36.4,4,1,16451,97.35,C123,C
754,1,3,Name_754,female,-12.6,2,4,11435,39.25,,S
755,1,3,Name_755,female,44.3,3,1,99294,70.0,G6,S
756,1,3,Name_756,female,50.1,2,4,61979,172.95,E44,S
757,1,2,Name_757,male,15.3,1,4,85796,180.54,,Q
758,0,1,Name_758,male,16.4,0,4,76594,125.93,C123,Q
759,0,1,Name_759,female,23.7,5,5,62741,104.67,E44,C
760,0,2,Name_760,female,19.4,2,3,30783,145.44,,Q
761,1,1,Name_761,female,33.1,0,4,95021,125.68,D33,S
762,1,3,Name_762,male,2.7,3,4,95788,196.9,G6,S
763,0,1,Name_763,male,14.3,3,1,63733,46.12,B57,C
764,1,3,Name_764,male,51.5,1,4,33148,95.32,C123,C
765,0,1,Name_765,female,17.0,1,3,62347,184.47,B57,Q
766,0,2,Name_766,male,47.4,2,5,14498,183.8,E44,S
767,0,1,Name_767,female,35.0,4,5,86369,104.12,E44,C
768,1,1,Name_768,female,4.7,3,1,61190,35.61,D33,C
769,1,1,Name_769,male,38.9,0,4,87020,164.84,E44,Q
770,0,2,Name_770,female,28.4,4,1,38051,121.18,E44,C
771,0,1,Name_771,male,23.6,3,5,52065,156.9,B57,Q
772,0,2,Name_772,female,33.4,2,3,10189,97.88,B57,S
773,0,3,Name_773,female,36.6,3,1,39834,48.74,C123,Q
774,1,1,Name_774,male,39.9,1,3,39574,14.56,C123,C
775,1,2,Name_775,female,46.5,0,2,57584,116.24,E44,Q
776,0,2,Name_776,female,35.7,0,4,80606,40.6,,Q
777,0,1,Name_777,female,10.7,1,3,38174,45.56,G6,S
778,1,3,Name_778,female,23.4,4,4,53990,92.9,C123,Q
779,1,2,Name_779,female,71.2,1,3,72620,93.99,E44,C
780,0,1,Name_780,female,40.1,0,0,75679,62.13,,C
781,0,3,Name_781,female,63.2,2,0,34961,35.07,,S
782,0,2,Name_782,female,49.5,4,0,84948,189.54,B57,S
783,1,2,Name_783,male,33.4,5,3,27787,35.01,,S
784,1,3,Name_784,male,34.2,3,5,12243,76.65,D33,C
785,1,3,Name_785,female,29.5,5,5,21109,67.92,B57,Q
786,0,1,Name_786,female,5.7,2,4,88096,174.6,B57,C
787,0,1,Name_787,male,30.3,5,0,46844,87.91,D33,C
788,1,2,Name_788,female,46.9,4,4,76364,33.57,B57,S
789,1,3,Name_789,male,21.6,0,3,81066,11.95,C123,S
790,0,3,Name_790,male,35.8,0,4,22800,147.17,B57,Q
791,1,3,Name_791,male,41.9,2,4,35895,145.76,D33,Q
792,1,2,Name_792,female,17.3,5,0,82530,89.38,E44,Q
793,0,3,Name_793,female,23.7,4,5,34909,34.0,E44,Q
794,1,3,Name_794,female,15.7,3,1,40342,80.61,E44,C
795,0,2,Name_795,male,18.5,5,2,27459,122.08,D33,Q
796,0,1,Name_796,male,12.0,5,3,64595,143.75,D33,C
797,0,1,Name_797,male,17.4,3,3,37300,24.87,C123,C
798,0,2,Name_798,female,49.9,1,3,98694,115.7,D33,Q
799,0,3,Name_799,male,17.2,2,2,77225,62.46,,Q
800,0,2,Name_800,male,31.8,4,1,43041,127.28,E44,C
801,0,1,Name_801,female,23.0,2,5,94663,133.15,D33,S
802,1,1,Name_802,male,46.5,3,4,24141,183.01,G6,Q
803,0,2,Name_803,male,48.4,4,5,72153,87.97,B57,S
804,0,2,Name_804,female,42.1,0,3,24177,112.14,C123,C
805,1,1,Name_805,female,34.3,0,4,67165,60.96,E44,S
806,1,2,Name_806,male,26.8,4,0,55376,64.45,,C
807,1,1,Name_807,female,13.3,2,5,13587,18.75,,S
808,0,2,Name_808,male,57.2,2,0,14888,64.35,E44,S
809,1,2,Name_809,female,19.4,0,0,54560,22.13,,S
810,0,2,Name_810,male,39.3,0,5,23474,193.14,G6,C
811,0,1,Name_811,female,44.8,3,3,77356,128.61,C123,C
812,0,2,Name_812,male,22.2,4,2,12150,42.9,B57,C
813,0,1,Name_813,female,44.5,2,3,54474,32.19,C123,Q
814,1,1,Name_814,female,40.7,3,0,42465,80.32,C123,C
815,1,2,Name_815,female,54.2,2,0,93893,68.45,E44,Q
816,0,2,Name_816,female,23.4,0,3,80641,63.06,D33,C
817,0,1,Name_817,female,12.0,4,2,25333,98.96,B57,Q
818,0,1,Name_818,female,22.9,1,2,20634,183.45,C123,S
819,1,3,Name_819,female,32.9,4,4,73168,117.93,G6,S
820,0,1,Name_820,male,30.8,5,1,10903,109.03,E44,C
821,0,3,Name_821,male,24.5,1,0,55403,163.24,D33,Q
822,1,3,Name_822,female,3.3,3,2,90385,10.76,D33,S
823,1,3,Name_823,female,36.6,1,5,76372,47.5,E44,S
824,0,2,Name_824,male,57.6,1,0,33499,104.28,C123,Q
825,1,2,Name_825,male,36.5,3,1,95500,144.01,,C
826,1,1,Name_826,female,38.5,4,5,71679,102.16,E44,S
827,0,3,Name_827,male,38.0,3,0,67630,41.11,,C
828,1,2,Name_828,male,35.6,5,2,72402,186.7,D33,C
829,0,2,Name_829,female,43.0,0,4,19837,72.45,D33,Q
830,1,2,Name_830,female,35.5,0,3,19839,159.76,G6,Q
831,0,2,Name_831,female,25.6,1,5,94321,179.37,G6,S
832,0,2,Name_832,male,18.9,3,3,80071,75.83,D33,Q
833,0,3,Name_833,female,26.5,3,2,43422,170.61,G6,S
834,1,3,Name_834,female,34.4,3,2,12383,145.05,G6,S
835,0,3,Name_835,male,25.6,5,5,75413,181.81,G6,S
836,1,3,Name_836,female,34.4,5,1,85915,57.75,D33,C
837,0,1,Name_837,male,36.1,4,5,94966,186.94,C123,C
838,0,3,Name_838,male,41.7,2,0,40817,22.41,C123,Q
839,1,2,Name_839,male,48.0,2,1,92014,160.8,B57,Q
840,0,3,Name_840,male,,2,3,85027,92.78,G6,S
841,0,1,Name_841,male,11.7,4,0,44998,43.8,C123,S
842,1,2,Name_842,male,25.2,3,1,92158,25.09,B57,C
843,0,3,Name_843,female,30.6,2,3,56676,84.01,E44,C
844,0,3,Name_844,female,4.3,3,0,52628,83.97,G6,S
845,0,3,Name_845,female,,1,4,40728,53.69,C123,S
846,0,2,Name_846,male,32.0,2,5,35343,50.95,C123,Q
